"In Collections, automated dialing systems effectively increase the ability for the collector to reach delinquent customers unwilling to proactively reach out to the creditors.","value"
"Automated dialing systems are used in many other ways not related to debt collection: telemarketers use them to reach potential customers, schools use them to notify parents of closings due to inclement weather.","fact"
"The technology is the same but the intent is different based on the user.","value"
"The Telephone Consumer Protection Act (TCPA) prohibits creditors from using automated dialing systems to call cell phone numbers without consent from the customer.","value"
"The TCPA""s original purpose, protecting consumers from costly charges as a result of automated calls, has been subsumed by the new goal of preventing overly numerous call attempts to a number that (generally) is directly connected to the customer.","fact"
"It does not change the purpose of collection calls,  it merely makes the process less efficient.","value"
"Regulating which numbers can be called using an automated dialing system is also counter to the growing reality of wireless-only households.","value"
"According to the Center for Disease Control's 'Wireless Substitution' latest report (Early release data, July-December 2012), over one third (36%) of adults in the United States live in a household with only wireless telephone service.","value"
"That figure is even higher (45%) when you look at children living in the US.","value"
"With an average annualized growth rate of 34%, it is conceivable that sometime before 2020 only a minority of the country's adults will be living in households with a landline telephone that can be autodialed.","fact"
"The CFPB should allow for the autodialing of all telephone numbers provided by the customer without byzantine consent requirements.","fact"
"Regardless of whether it is at application or during the course of normal business, once the number is provided by the customer to the creditor, that number should be considered another viable option for collection.","value"
"They can't be sued on in court and communications should reflect that.I have found that persons who buy old debts are not competent and rely on software and letter services to fulfill their collection obligations.Perhaps it is time to return to licensing of collectors.","fact"
"There is almost zero legal remedy for wrong person found.","policy"
"More information would NOT have helped.","fact"
"The lawyer had plenty information  but he did not validate any of it after he found my address.","value"
"The lawyer could have easily validated his information using online public property records from both the Clerk of courts and the County Clerk and found out the middle initial was not a match along with over 7 other pieces of identifying information that were not a match.","value"
"I filed with the IARDC  and nothing happened.","value"
"I would suggest a review of the language already published in the Federal Rules of Bankruptcy BR 3001( effective date 12/1/2012) relating to documentation.","policy"
"Based upon my participation with the Rule and numerous comments/hearings, I believe some time can be eliminated without re-inventing a different set of standards.","value"
"Bankruptcy involves collection and involves consumers including attorneys on both sides as well.","fact"
"I recommend another examination of the ""validation"" notice language and the litany of interpretations of the language.","policy"
"I would suggest a visit to the Federal Bankruptcy Rule 3001(effective 12/1/2012) and comments made during the proposed period, plus the hearing presentation statements published and are available.","policy"
"The Rule already addresses documentation issues.","fact"
"I again see that attaching all of the proposed documentation to the validation notice is not productive for the consumer or the sender.","value"
"I do believe additional documentation as to chain of title be available if a consumer is being sued in Court.","value"
"But the burden of educating the debtor shouldn't be put on the creditor's shoulders.","policy"
"If debtor's prefer to ignore the issue, then a default judgment is justified.","value"
"There should be consequences to the inaction of the debtor.","policy"
"Debt collectors continuously resell the debt to other debt collectors who start the clock all over again.","fact"
"Then that debt collector resells the debt  and the 3rd debt collector restarts the clock again, and so on.","fact"
"The burden of proof is put on the consumer to prove it is an old debt.","fact"
"The credit reporting agencies don't automatically remove old debts  nor do they check to see if a newly reported debt is in fact a 9 year old debt that has been resold numerous times.","value"
"The credit agencies (CRA) are more of a problem for consumers than the debt collectors.","fact"
"The CRAs are paid by the credit card companies and the credit card companies have bigger profits when they can charge higher rates based on poor credit scores.","fact"
"So there is inherently a huge conflict of interest here.","value"
"If the CRAs can keep our credit scores down the card companies can make more money and don't mind paying the CRAs a piece of the action.","fact"
"Seems like unspoken collusion to me.","fact"
"I do not believe that it is ""just"" to allow a third party to buy a past due debt and sue for the entire balance, plus attorney fees, court costs, and other fees associated with ""mediators or arbitrators"".","value"
"I believe that a third party debt buyer should be limited as to how much they can sue for above their initial investment.","policy"
"Too many times the original creditor is a publically traded company  and the loss has already been taken by the share holders.","fact"
"Then some debt buyer buys a portfolio of un-performing debt and pays a dime on a dollar for it.","fact"
"Sends all of it to a ""law office"" to collect 100% or more of the original alleged obligation.","fact"
"The debt buyer should not be able to sue for 900% of their investment.","fact"
"They should be limited to a percentage of true damage.","policy"
"I know of no other civil process where this would be considered ethical.","policy"
"In most states all that a debt collection law office needs to provide is a complaint.","fact"
"The average consumer has no idea what the difference is between a balance and a sum.","fact"
"they do not know how to calculate the interest and certainly do not know what is ""legal"" pursuant to state or Federal Credit Card Act limitations.","fact"
"The name of the Plaintiff may not even be recognizable to them.","value"
"They just know that they owed some money and fell behind on bills.","fact"
"More times than not, they do not respond at all.","value"
"If the consumer claims identity theft then the Debt collectors should be required to prove otherwise.","policy"
"The CRAs should be forbidden to report any debt that has been disputed as Identity theft unless they can provide court admissible proof that it is a valid debt.","policy"
"The CRAs should be held more accountable and heavily fined for reporting erroneous information.","policy"
"Their fines should be paid directly to the consumer for the countless hours they spend trying to fix their credit reports.","policy"
"The CRAs should be required to send a letter to the consumer's insurance companies, mortgage companies, and anyone else that charged the consumer a higher rate based on their erroneous credit score and find out how much their error costs the consumer.","policy"
"The sum of those added costs should be paid by the CRAs directly to the consumer in addition to the fines.","policy"
"The burden of proof should fall on the CRAs and the debt collectors, not the consumer.","policy"
"When a consumer asks for proof, they should at the very least receive a fully itemized listing of what it is is being collecting upon.","policy"
"(e.g.","policy"
"a detailed statement of account, or the un-paid invoice(s).","value"
"Additionally, consumers should receive documentation as to why they are legally responsible.","value"
"(E.g.","value"
"an agreement that they signed.","policy"
"Agree with RBell.","value"
"Delinquent borrowers already almost always know they're delinquent so further notices are not productive.","value"
"When notices are provided they should include the name of the original account holder and the full account number to establish a connection between any tier debt collector and the original account holder.","value"
"Debt collectors should not be permitted to harass a debtor's ex-spouse by repeatedly calling the ex-spouse.","policy"
"Debt collectors are known to use the old phone number of the debtor that now belongs to the ex-spouse exclusively.","fact"
"Even though the ex-spouse tells the collector to remove her phone number from the collector's records, the collector does not, and then repeatedly calls her trying to get to the debtor.","fact"
"Collectors must be required to remove her phone number from their records at her first request and not be permitted to call her again.","fact"
"Otherwise, she has no recourse to get the harassment to stop.","policy"
"Why should, an agency have to mail a letter to the consumer who requested not to be called? They most likely won't read i.","value"
"I don't think the consumer should have the options as to when and how they are called.","value"
"Most collection agency's today would remove a consumers phone number hen asked.","value"
"banks can simply add this provision to their Loan Sale Agreements.","fact"
"All buyers executing a Loan Sale Agreement containing such a provision would be contractually obligated to refrain from litigating or threatening litigation.","value"
"some current buyer would refuse to purchase with such a provision and other current buyers would expect a price discount because they woudl not be able to sue.","value"
"In both instances, any inventory not acquired by current buyers would be quicly snapped up by other purchasors who would be willing to comply with these contractual provisions.","value"
"Such a resolution would obviate the necessity of legislation or regulation as the matter woudl have been taken care of under the contract between a willing seller and a willing buyer.","value"
"there would be no constitutional question regarding the restricting of law suits  nor would there be any delay in implementation.","value"
"All that would be required is the cooperation of the selling banks which could be induced readily with some Safe-Harbor language for banks that follow this protocol.","value"
"I think it should be illegal or miss leading for a agency to change its caller id.","policy"
"You could easily look up a relatives number and use that.","value"
"There should be a rule regarding a change in caller id.","policy"
"I don't think it matters whether a collector used a alias or not.","value"
"It's just a name.","value"
"I don't know if technology allows collectors to distinguish land lines from cell phones.","fact"
"It is fair for collectors to use info provided on the application for credit.","value"
"Collectors should be allowed to assume that the mailing address of record is an accurate indication of the debtor's time zone.","policy"
"Creditors periodically request updates of contact info in some cases; this would be a good idea for all to do.","fact"
"Mailing address should take priority for determining time zone unless the debtor advises otherwise.","value"
"As mentioned previously, people with cell phones may move from one locale to another without changing their area code.","policy"
"Debt Collectors must provide advance notice of their intent to garnish a checking account.","policy"
"In theory this seems like a reasonable policy, but how can collectors know where a debtor is if they are calling his or her cell phone? Knowingly calling third parties should be prohibited across the board.","value"
"It is no one else's business what goes on between creditors and their debtors.","value"
"Calls to a person's boss or family can cause further financial and domestic problems, neither of which will help with getting the debt paid.","policy"
"As a consumer I should receive a notice or some type of warning that the debt will be turned over to a collector.","policy"
"And when there are a change in debt collectors, the consumer should be notified.","policy"
"Debtors should be able to leave a message for a specific debtor, the name of their company and request a call-back at a specified number.","policy"
"When a consumer returns this type of call, the collector or debtor should be required to give them the mini-Miranda warning.","policy"
"There is no need for collectors to leave messages revealing the nature of their calls.","value"
"The Health Information Privacy and Portability Act prohibits disclosure of protected information to unauthorized parties and the same should apply to debt collectors.","fact"
"Calling a debtor at work is counter-intuitive; if collectors are continuously calling someone at work, other employees may report it to the debtor's supervisor.","value"
"Most companies have established rules about receiving or making personal calls from company or cell phones during an employee's working hours.","value"
"If a collector or creditor calls a debtor on his/her cell phone and is informed that the debtor is at work, the call should be terminated.","fact"
"No calls to employers should be allowed  as this jeopardizes the debtor's job.","policy"
"How does that help in debt collection? It doesn't.","policy"
"Blocking caller ID information is disingenuous to say the least.","value"
"Most consumers won't respond to blocked numbers or ID's anyway.","value"
"Collectors should be required to identify themselves and to provide caller ID information that identifies them.","policy"
"Most people who cannot pay their bills are aware of the problem, so being reminded under false pretenses is more of an annoyance than a solution to the problem.","fact"
"Consumers should not incur additional costs for cell phone calls, texting or voice messaging in relation to collections.","policy"
"The more costs assessed to a debtor, the less money they have to pay their creditors.","fact"
"Debt collectors and creditors should be required to stop all modes of communication to a device that the debtor indicates does not provide free communications whether calls or texts.","policy"
"There should be a monetary ""floor"" required before debt collectors can pursue uncollected debts in court.","policy"
"The idea that corporations that already charge puninshing interest rates and fees can clog the court systems trying to collect a few hundred bucks from someone who is unemployed, ill, or otherwise unable to pay is counter-productive.","value"
"There should be a minimum amount of consumer debt owed before creditors can sue debtors.","policy"
"Another issue with using state and local courts to settle debt collection suits is that it burdens jurisdictions already heavily burdened with cases and strapped for cash.","value"
"Identity Theft Tops List for 13th Consecutive Year in Report of National Consumer Complaints __URL_.","fact"
"Consumers should be made aware of sale or transfer of their debts.","policy"
"From whom to whom along with effective dates and contact info for the creditor and the new owner of the debt.","policy"
"Notifying consumers of the sale of their debts and related details would help consumers with identifying who is contacting them about a debt; there are robo calls about lowering your credit card interest rate and such that are solicitations.","value"
"Consumers have a right to know who they are dealing with in relation to their financial affairs.","value"
"Consumers should be aware of who is handling collection procedures.","policy"
"The seller of any consumer debt should be required to notify the debtor of which debt owed to which creditor, is being sold by xyz organization to 123 debt collector.","policy"
"The effective date of the debt sale and contact info for the new collector should be included.","policy"
"A notice should go out that the debt has been sold because it definitely informs the consumer in how they should go about negotiating repayment of the debt.","policy"
"When the debt is sold, it is sold for significantly less than what is owed, and the lender gets to write it off, and the borrower takes a 7-year negative hit in their credit profile.","value"
"Sometimes when you are dealing with debt collectors, the ""debt collector"" is often a wholly-owned subsidiary of the ""original"" lender, which means they get a tax write-off; you get a hit in your credit; and they still try to collect on the entire amount.","fact"
"If a debt is sold, then it should actually be sold to a third-party, and not a subsidiary of the original lender.","fact"
"And consumers should get full disclosure on who their debt has been ""sold"" to.","fact"
"Consumer owing the debt should be contacted about any third party offer to pay their debt.","policy"
"Anyone paying debt for someone else should be required to provide their identity to the creditor and debtor.","policy"
"A separate ""summary of rights"" should be sent to, and made available, to consumers.","policy"
"We are woefully uninformed and misinformed about our rights as consumers; what avenues of negotiation we can pursue; or even who can assist us.","value"
"Furthermore, there should be some laws on the books on when collectors cannot collect if the original creditor has not made an attempt to collect the debt for an extended period of time, I should not get a collection notice 20 years after the fact.","policy"
"This kind of thing is likely determined by family court law in the jurisdiction where the debtor lives.","value"
"Community property law, divorce or separation agreements and issues of domestic violence laws all come into play in these kinds of circumstances.","value"
"Some people are concerned that collectors don't do much more than doublecheck that the amount in the validation notice is what the creditor says the consumer owes.","value"
"THAT'S ALL THEY DO.","fact"
"They never do anything of substance to actually push back on the creditor's claims.","fact"
"The CFPB is no better.","value"
"My experience with them was much the same as dealing with a collector.","value"
"Just like mortgage servicers are required to send ""goodbye letters"" (a notification of when loan has been sold) and ""hello letters"" (a notification of when another company is buying a debt), so also should debt collectors.","policy"
"Also, they should be required to disclose the amount for which they bought the debt...","policy"
"the discounted price.","policy"
"Also, there needs to be full disclosure as to who is buying the debt along with the disclosure of the owners of the debt collection company and the street address of the company so face-to-face meetings can be arranged.","value"
"Full transparency and full disclosure should be required related to any company trying to collect debt.","policy"
"I should know if a debt is time-barred, so that I can make an informed decision regarding the debt in question.","policy"
"The information should be in the validation notice.","value"
"If the debt becomes time-barred after the validation notice is sent, I should be informed of the new status of the debt IMMEDIATELY.","policy"
"At a minimum, a creditor should give specific information as to date and which company the debt is being assigned or sold to.","policy"
"Getting such a notice would help me understand that there is going to be a change with whom I would be communicating with going forward.","value"
"The costs and expenses or problems that dad honors are collectors would have been giving those is miniscule compared to the problems cause by not giving notice.","value"
"I would argue that they would actually save money in the long run like giving such notices.","value"
"At a minimum, The information that should be clear that in the notice is (1) the date of when the debt would be turned over to collection agency; (2) the name address of the collection constant company to whom the doubt was assigned; and (3) specific formation about the debt collection company and a list of that company's ""best practices"", policies and procedures as to what the consumer can expect.","policy"
"It would be good if there could be a single-point-of-contact for this company as well as the supervisors and owner of the collection company.","value"
"Collection agencies need to be forced to deal more forthrightly with consumers and be required to deal with greater transparency.","policy"
"Debt Collection companies get a very unfair debt negotiation advantage against an alleged defaulter when they hire an unscrupulous service company that has lied about giving a proper service or subservice to the alleged debtor's residence.","value"
"Judges do not seem to understand that if a service company will fraudulently state in court documents that they served a defaulter or subserved someone at the residence when in fact they did not, that the debt collector can become very arrogant and cocky as to how they negotiate with the alleged defaulter.","value"
"In a nutshell, if the debt collector's one sided terms are not met, they will simply hire the service company who will provide service even if it is a false service.","value"
"Judges rationalize that the mail service is an adequate notification without realizing that what a false service does is embolden the debt collection company to not properly negotiate a debt with an alleged defaulter because they have total control over the service aspect, even if fraudulently obtained.","value"
"This need to be fixed and false servers need to be fined along with the debt collection companies who hire them and keep hiring them even after they receive complaints of false service.","policy"
"If I have been falsely served or subserved, (the making up of a person who does not exist to claim a service, or simply stating ""Jane Doe"" received the service) and the judges don't care, and the debt collection companies don't care, I should have the right to file an errors and omissions insurance claim against the debt collection company for false service that resulted in a verdict against me.","policy"
"I also find the assertion that INVOLUNTARY DEFAULTERS don't put up a legal defense because they are afraid or have a lack of knowledge about the legal system to be outrageous.","value"
"Strategic Defaulters save part of the money that could have gone to pay down their debts so they can give it to an attorney who may be able to get them a sweet pay off deal.","value"
"INVOLUNTARY DEFAULTERS keep trying to make their monthly payments until the monthly accrual of interest rate charges and/or a life changing event forces then into an INVOLUNTARY DEFAULT.","fact"
"INVOLUNTARY DEFAULTS are not recognized by the courts.","fact"
"If I could have been allowed to start with very small monthly payments to all of my creditors in exchange for having my phone lines left alone, I probably could have started making some income again.","value"
"Until alleged defaults are truly frozen so that those who want to pay them off have the best chance to do so, more and more debt will accrue.","value"
"Possibly the most egregious action of all regarding credit card debt occurred in 2002, suspiciously close to the 911 aftermath.","value"
"While insurance companies were paying out tens of millions of dollars to building owners who suffered damage because of 911  (which technically they should not have done  since this was an act of war which is NOT covered by most insurance plans),  the comptroller of the currency was DENYING insurance companies from competing with credit card companies in the credit card debt suspension insurance arena.","fact"
"The result was a credit card debt suspension insurance monopoly for the credit card companies with premiums that were overpriced by a factor of 1000% to 2000% The profit margin was so high for credit card debt suspension insurance that the CFPB actually had to fine the credit card companies OVER 500 MILLION DOLLARS in the summer of 2012 for overly aggressive credit card debt suspension insurance sales and marketing practices.","value"
"I had warned about overpriced credit card debt suspension insurance back in 2008 with the creation of __URL__ but was never compensated for my efforts.","fact"
"It meant that MOST credit card defaults in the United States over the last 10 to 15 years were based on a fraudulent foundation of obscenely over priced credit card debt suspension insurance that consumers could not afford to keep purchasing.","fact"
"Consumers were literally paying for 5 years worth of credit card debt suspension insurance but only receiving 3-5 months worth of coverage! Most of the times that a judge was declaring a credit card default, they were propping up the overpricing of a monopolistic credit card debt suspension insurance policy that did not fairly give consumers the most obvious way to protect themselves from a default that was caused by life changing event We could literally fix the U.S.","fact"
"economy almost overnight by doing the right thing.","fact"
"Then raise the monthly minimum payment on the remaining 35% from 2% to 5%  so the monthly payment remains roughly the same but consumers feel their debt more easily going forward.","value"
"The comptroller of the currency tried to get credit card companies to raise their monthly minimum payment requirements from 2% to 4 or 5% back around 2005 but relented when it became obvious too many people would default.","fact"
"By reducing consumer credit card debt by 65% as a form of reparations for debt suspension insurance fraud consumers suddenly have a lot less debt BUT still have to make a similar monthly payments.","fact"
"However MORE of that monthly payment goes towards paying down the actual debt rather than the cesspool known as ever expanding interest rate charges.","value"
"As a mortgage lender for an FDIC-insured bank, I'm astounded at the number of customers who sit across from me and are wholly dumbfounded when I tell them their loan request is denied because of outstanding collections.","value"
"For certain there are some people who knew full well they would have collections items and are playing dumb (and not doing so very well).","value"
"But many of them had no clue, and 90% of those collections are medical in nature.","value"
"If the CFPB truly is about protecting the interests of the consumer, then the debt collection process needs to be simplified drastically in regard to collection items (medical, utilities, etc.).","fact"
"after 60 days of non-payment, the account can be closed.","policy"
"The creditor sends a certified letter to the last known address of the debtor, informing them they have 30 days to bring the account current or make other payment arrangements,  or the account will be turned over to a collection agency.","value"
"Said letter also needs to contain the contact information for that collection agency, so they know in advance who to contact if they don't respond within 30 days.","value"
"Yes, a lot of those letters will be returned undeliverable or will end up in someone else's hands.","value"
"But that would demonstrate a good faith effort by the creditors to work with the debtors before passing the buck to a collection agency.","policy"
"The added benefit for the government is the increase in certified letters passing through the USPS.","value"
"When mortgage holders transfer servicing of a mortgage loan to another creditor, they have rules in place as to informing the consumer that their loan has been sold.","fact"
"Apply the same standards to any debt.","policy"
"The agency needs to be careful of new rules that will, though unintended, be harmful to the free market.","policy"
"However, it is important that litigation is monitored to ensure that the system does not allow reward with no risk.","value"
"A plaintiff in a lawsuit cannot be placed in a situation where it is rewarding to sue with insufficient cause and minimal risk.","fact"
"Creditors and those following in the process of recovery do not need additional regulation in this area since their efforts are monitored by the CFPB.","value"
"The CFPB does not need to set standards for the industry, but make it clear that only those documents provided to the court in the original filing will be considered in a CFPB review.","fact"
"If in the course of a CFPB review, it is found that litigation was filed without a successful verification of the facts, the CFPB could award the amount sought by the filing to the defendant of the case and a fine to the CFPB of no less than $2,000 but no more than the amount sought.","value"
"This position would motivate the litigant to ensure their facts were correct before any filing took place.","policy"
"This position would allow CFPB to review cases filed no matter how they were adjudicated by the involved court.","value"
"This review could be conducted at CFPB offices since it only requires the original filings.","value"
"This review could be initiated simply based on a complaint to the agency's offices.","value"
"The penalty could be adjustable based on a variety of agency standards.","value"
"I would have to take more time to consider when the plaintiff was not the original creditor or a member of the recovery industry, but, again, there must be a risk associated with the reward to stop nuisance suits.","value"
"There needs to be something in place to stop the frivilous law suits that agencies have to spend thousands of dollars to defend even though they have tried to explain to the consumers / attorneys that there was no wrong doing and no case a lot of these consumers file the suits Pro Se and continue pushing for a settlement or trial in these cases the agencies spend monies to prove there was no cause for action to begin with and to have a judge agree with the agency.","policy"
"Please look at putting some kind of penalty on consumers or their attorneys when they send settlement demands or file law suits when they have been shown that there is / was no cas.","fact"
"Debt collectors should not be allowed to alter their caller ID information.","policy"
"They call misrepresenting themselves as ""Process Servers"" inquiring information about another person's debt.","fact"
"This prevents the consumer from reporting the debt collector for violating consumer protection laws because a false identify was used.","fact"
"First, a third party collecting on behalf of a lender isn't, nor should be, defined as a furnisher of information.","fact"
"While the FDCPA requires notice specific to the validity of the debt,  the FCRA has requirements for users of consumer reports.","fact"
"Combining two statue requirements in the initial notice of a debt serves no purpose.","fact"
"Sending during the 30 day notice would create confusion in the event the consumer responds, for example, to the validity of the debt and does not include a request about a credit report accuracy.","value"
"I believe the issue is whether a third party debt collector or debt buyer should report an account to a credit reporting agency which would overlap the original lender's last report on the consumer account.","value"
"In my opinion they should not.","value"
"I have seen confusion due to lack of rule clarity.","value"
"For example, if a consumer files a bankruptcy petition who should report that event? If a third party opts to report then the third party would be required to report events that take place during or after the bankruptcy filing.","value"
"To date, Title 11 offers no direction to reporting and neither does the FCRA other than a credit reporting agency removing after 10 years.","value"
"One method is to assign over to an attorney within the current residence-venue of the Consumer.","fact"
"In legal terms we attempt to get service when filing a suit out of state, its method is called obtaining if possible a Alien Juddgement outside from the County and or State the contract/note was originally signed.","value"
"There are states in the Union that do note accept foreighn judgments.","fact"
"So recording a judgement obtained for example in Floirda and rerecorded in another State may not be possible.","fact"
"Very confusing if I can pay my student loans directly to DOE or to one of the many private companies who have owned my loan over the years.","value"
"I intend to take my student loans to my death as I have no other way of making the monthly payments.","value"
"Debts are sold and resold.","value"
"It would also help to have some documentation of the specific debt having been sold so the consumer can verify the current ownership of the debt.","value"
"Currently, all they get in response to a validation request is ""we checked and you owe it"".","value"
"Our firm asks for specific documents related to the claimed debt and the response we get is ""the courts say we don't have to provide any documents...go fish"".","fact"
"The price of paper (bad debt) varies depending on the collectability of the debt based on info known about the debtor and also varies based on the amount of documentation purchased from the original creditor.","fact"
"Most debt buyers only pay for a couple of recent credit card statements.","fact"
"They may provide a ""bill of sale"" but these never identify a specific account being sold and reference a master purchase contract which is never provided.","fact"
"The CRA simply sends a letter stating that the debt was verified  although the dispute letter specifically asked for documentation.","fact"
"The main issue is that most of the collection companies will not provide the client with a letter of agreement until after the payment is made.","fact"
"They also will often wait weeks for a receipt.","fact"
"Unscrupulous debt collectors use this tactic trying to force people into agreeing to repay a debt.","value"
"The threat of debt collection calls at work is a powerful incentive to repay a debt.","value"
"The Pro Publica piece on one ""installment"" loan lender has plenty of examples of harassment that goes over the line that is not covered by this language Truly dreadful conduct.","fact"
"__URL_.","value"
"As a creditor, I can agree with this notification on medical services since most people receive bills from companies they never heard of.","value"
"When it comes to auto loans, and other monthly installment loans, I am sure the consumers are aware of the debt and who it is payable to, unless sold.","fact"
"This could be a huge regulatory burden on creditors that don't sell loans and follow current collection laws.","value"
"After all, do very many people pay monthly payment to the same people for several months and them forget they owe the debt.","value"
"All laws should not apply to all creditors.","value"
"ALSO, just because a bank or credit card company has been exempted from Usury laws does not mean they do not commit the violation! THAT needs to be stopped.","value"
"Depends on the type of Bankruptcy.","value"
"If it is a CH 13 many times the creditors receive more money than if they choose to forgive a portion of the debt and settle direct with the consumer.","fact"
"This is because of the strict ""means test"" for CH 7.","value"
"I am concerned about the perception consumers have concerning older debts.","value"
"With the knowledge that this legislation is both to improve debt collection practices (helping the credit industry) and to educate and protect consumers (to increase confidence and enforce their rights), this is especially relevent.","value"
"Many consumers appear to be under the impression, if they haven't managed to pay off the debt within the first initial years, they should *ignore* it until it falls off their credit report.","fact"
"Reviving the debt is the issue.","value"
"Yet these consumers are not concerned about paying the debt off in full they might be in much better financial standing now.","value"
"They're concerned about how paying a debt affects their credit score.","value"
"I believe this should be concerning.","value"
"If a debt is outstanding, and repying part (or all) of this debt actually would *worsen* a consumer's credit, it seems counter-intuitive.","value"
"It works both against the interests of creditors and debt collectors - and the interest of consumers who owe money on a debt.","value"
"I don't know of a viable solution, but I'm certain this is a concern which should be addressed.","value"
"If a consumer is notified that their debt has been sold, there should be a way to contact the original creditor to verify.","policy"
"e.","policy"
"there should be a paper trail I see an opportunity for scam artists to claim that (as they are now) the consumer owes money to them and to pay off their debt immediately to the scam artist.","value"
